fuel_purchase_id,trip_id,truck_id,driver_id,purchase_date,location_city,location_state,gallons,price_per_gallon,total_cost,fuel_card_number
FUEL00000986,TRIP00052224,TRK00057,DRV00085,"2023-11-03 07:00:00",Nashville,WI,147.3,4.412,649.89,FC137550
FUEL00000987,TRIP00070683,TRK00086,DRV00023,"2024-06-27 12:00:00",Denver,GA,166.1,3.691,613.08,FC670744
FUEL00000988,TRIP00083539,TRK00090,DRV00091,"2024-12-07 22:00:00",Detroit,MN,81.8,3.736,305.6,FC777346
FUEL00000989,TRIP00015044,TRK00099,DRV00107,"2022-07-14 07:00:00",Columbus,MO,84.8,4.368,370.41,FC789546
FUEL00000990,TRIP00063859,TRK00061,DRV00101,"2024-04-02 00:00:00",Nashville,TX,88,3.876,341.09,FC356846
FUEL00000991,TRIP00012180,TRK00025,DRV00058,"2022-06-08 06:00:00","Kansas City",OK,124,3.95,489.8,FC511657
FUEL00000992,TRIP00017965,TRK00110,DRV00091,"2022-08-17 11:00:00","Salt Lake City",OK,143.7,3.752,539.16,FC627937
FUEL00000993,TRIP00006913,TRK00041,DRV00044,"2022-03-30 08:00:00",Columbus,OH,56.1,3.539,198.54,FC466857
FUEL00000994,TRIP00078739,TRK00082,DRV00114,"2024-10-06 23:00:00",Denver,GA,52.3,3.954,206.79,FC619739
FUEL00000995,TRIP00041151,TRK00014,DRV00128,"2023-06-14 17:00:00","Kansas City",TN,152.8,3.813,582.63,FC314686
FUEL00000996,TRIP00034006,TRK00083,DRV00144,"2023-03-11 02:00:00",Indianapolis,NE,167.3,3.394,567.82,FC676822
FUEL00000997,TRIP00015071,TRK00041,DRV00127,"2022-07-13 11:00:00","Las Vegas",IL,51.4,4.824,247.95,FC674667
FUEL00000998,TRIP00055737,TRK00019,DRV00002,"2023-12-19 21:00:00",Philadelphia,AZ,62.6,3.537,221.42,FC198102
FUEL00000999,TRIP00010580,TRK00076,DRV00044,"2022-05-18 22:00:00",Nashville,MO,168.8,4.876,823.07,FC758096
FUEL00001000,TRIP00013943,TRK00053,DRV00015,"2022-06-28 07:00:00",Denver,MN,142.2,4.491,638.62,FC450752
FUEL00001001,TRIP00045019,TRK00083,DRV00095,"2023-08-01 17:00:00","Salt Lake City",WA,93.2,4.29,399.83,FC254404
FUEL00001002,TRIP00049249,TRK00079,,"2023-09-28 00:00:00",Denver,NV,66.5,4.182,278.1,FC681769
FUEL00001003,TRIP00010610,TRK00097,DRV00043,"2022-05-16 13:00:00",Chicago,CA,60,4.371,262.26,FC574593
FUEL00001004,TRIP00052613,TRK00062,DRV00075,"2023-11-09 21:00:00",Minneapolis,OH,174.8,3.436,600.61,FC740001
FUEL00001005,TRIP00067729,TRK00080,DRV00079,"2024-05-22 13:00:00","New York",NV,62.2,3.911,243.26,FC877458
FUEL00001006,TRIP00068714,TRK00039,DRV00001,"2024-06-01 20:00:00",Nashville,IL,86.2,3.482,300.15,FC292239
FUEL00001007,TRIP00061006,TRK00111,DRV00124,"2024-02-25 02:00:00",Minneapolis,OK,58.6,3.95,231.47,FC535458
FUEL00001008,TRIP00000740,TRK00082,DRV00049,"2022-01-11 15:00:00","Oklahoma City",TX,197.5,4.45,878.88,FC133984
FUEL00001009,TRIP00069461,TRK00078,DRV00049,"2024-06-11 10:00:00",Columbus,IN,187.3,3.838,718.86,FC784986
FUEL00001010,TRIP00026577,TRK00101,,"2022-12-05 17:00:00",Denver,MN,54,4.002,216.11,FC797836
FUEL00001011,TRIP00065510,TRK00064,DRV00057,"2024-04-21 20:00:00",Charlotte,UT,102.3,3.646,372.99,FC260982
FUEL00001012,TRIP00021078,TRK00068,DRV00013,"2022-09-27 08:00:00",Dallas,WI,96,4.685,449.76,FC277494
FUEL00001013,TRIP00026543,TRK00050,DRV00041,"2022-12-06 20:00:00",Minneapolis,MI,190.9,4.175,797.01,FC113707
FUEL00001014,TRIP00030565,,,"2023-01-25 06:00:00",Memphis,IL,158.5,4.307,682.66,FC177468
FUEL00001015,TRIP00075801,TRK00059,DRV00069,"2024-09-01 04:00:00",Phoenix,CO,141.5,3.439,486.62,FC264204
FUEL00001016,TRIP00028548,TRK00093,DRV00092,"2023-01-02 20:00:00",Columbus,CA,153.9,3.631,558.81,FC563076
FUEL00001017,TRIP00002398,TRK00101,DRV00147,"2022-02-02 06:00:00",Portland,MO,68,4.039,274.65,FC688343
FUEL00001018,TRIP00018444,TRK00098,DRV00085,"2022-08-24 20:00:00",Seattle,OR,91.5,4.023,368.1,FC839737
FUEL00001019,TRIP00077868,TRK00011,DRV00146,"2024-09-28 17:00:00",Columbus,NC,106.2,4.045,429.58,FC659872
FUEL00001020,TRIP00003220,TRK00049,DRV00082,"2022-02-10 12:00:00",Milwaukee,MI,53.9,3.742,201.69,FC611788
FUEL00001021,TRIP00021406,TRK00060,DRV00079,"2022-10-01 07:00:00","Kansas City",GA,196.4,4.623,907.96,FC685675
FUEL00001022,TRIP00044100,TRK00076,,"2023-07-22 15:00:00","Las Vegas",OH,79,3.269,258.25,FC815100
FUEL00001023,TRIP00010925,TRK00064,DRV00149,"2022-05-20 23:00:00",Detroit,WI,172.4,4.314,743.73,FC741840
FUEL00001024,TRIP00033157,TRK00008,DRV00062,"2023-03-01 03:00:00",Indianapolis,IL,54,3.785,204.39,FC908843
FUEL00001025,TRIP00035625,TRK00011,DRV00147,"2023-04-04 00:00:00",Phoenix,CO,60.3,3.627,218.71,FC511646
FUEL00001026,TRIP00033784,TRK00089,DRV00066,"2023-03-10 06:00:00","Los Angeles",OH,93.5,4.09,382.41,FC499575
FUEL00001027,TRIP00062965,TRK00014,DRV00022,"2024-03-20 19:00:00","Las Vegas",NC,193.6,3.74,724.06,FC957270
FUEL00001028,TRIP00018603,TRK00108,DRV00025,"2022-08-26 10:00:00",Memphis,NV,88.2,3.615,318.84,FC367331
FUEL00001029,TRIP00070233,TRK00120,DRV00075,"2024-06-22 22:00:00",Phoenix,FL,72.7,3.509,255.1,FC518911
FUEL00001030,TRIP00040491,TRK00053,,"2023-06-04 03:00:00",Minneapolis,GA,89.2,3.953,352.61,FC850681
FUEL00001031,TRIP00041724,TRK00010,DRV00039,"2023-06-21 15:00:00",Charlotte,PA,131.4,3.548,466.21,FC883901
FUEL00001032,TRIP00031540,TRK00044,DRV00144,"2023-02-08 11:00:00",Atlanta,CO,58.9,3.3,194.37,FC452303
FUEL00001033,TRIP00012857,TRK00110,DRV00017,"2022-06-15 03:00:00","Oklahoma City",TN,149.8,4.443,665.56,FC935936
FUEL00001034,TRIP00004960,TRK00090,DRV00022,"2022-03-05 23:00:00","Las Vegas",GA,61,4.505,274.81,FC629662
FUEL00001035,TRIP00054464,TRK00012,DRV00014,"2023-12-03 06:00:00",Atlanta,MO,185.1,3.471,642.48,FC469368
FUEL00001036,TRIP00048152,TRK00086,DRV00102,"2023-09-11 05:00:00",Columbus,AZ,188.6,4.337,817.96,FC772011
FUEL00001037,TRIP00024374,TRK00079,DRV00148,"2022-11-09 02:00:00",Omaha,PA,133.1,4.745,631.56,FC391405
FUEL00001038,TRIP00019533,TRK00083,DRV00044,"2022-09-06 10:00:00",Columbus,IN,155.2,4.698,729.13,FC320310
FUEL00001039,TRIP00061698,TRK00040,DRV00088,"2024-03-06 22:00:00",Memphis,TN,53.4,3.958,211.36,FC679852
FUEL00001040,TRIP00053678,TRK00039,DRV00018,"2023-11-22 12:00:00",Detroit,CO,68.2,3.783,258,FC117658
FUEL00001041,TRIP00049705,TRK00065,DRV00070,"2023-10-01 05:00:00",Houston,CO,151.1,4.107,620.57,FC945160
FUEL00001042,TRIP00007385,TRK00024,DRV00063,"2022-04-05 08:00:00",Chicago,NC,80.8,4.224,341.3,FC491705
FUEL00001043,TRIP00044827,TRK00063,DRV00062,"2023-07-31 00:00:00",Charlotte,OK,145,3.267,473.71,FC253555
FUEL00001044,TRIP00007700,TRK00024,DRV00084,"2022-04-11 03:00:00","New York",UT,198.2,3.811,755.34,FC980194
FUEL00001045,TRIP00051653,TRK00068,DRV00080,"2023-10-26 05:00:00","Oklahoma City",IL,180.6,4.03,727.82,FC451564
FUEL00001046,TRIP00064358,TRK00007,DRV00050,"2024-04-07 07:00:00","Kansas City",MI,187.2,3.227,604.09,FC975329
FUEL00001047,TRIP00018616,TRK00070,DRV00098,"2022-08-28 06:00:00","Oklahoma City",MO,157.5,3.869,609.37,FC684116
FUEL00001048,TRIP00016391,TRK00026,DRV00121,"2022-07-29 09:00:00",Nashville,NC,171.6,4.939,847.53,FC656516
FUEL00001049,TRIP00077100,TRK00016,DRV00018,"2024-09-18 05:00:00","Kansas City",TX,124.9,4.092,511.09,FC239420
FUEL00001050,TRIP00024757,TRK00024,DRV00029,"2022-11-14 09:00:00",Miami,CO,189.9,3.887,738.14,FC624154
FUEL00001051,TRIP00055217,TRK00001,DRV00133,"2023-12-11 10:00:00",Atlanta,TX,193.2,3.901,753.67,FC811201
FUEL00001052,TRIP00012119,TRK00048,DRV00088,"2022-06-06 02:00:00","Kansas City",NC,162.9,4.49,731.42,FC563899
FUEL00001053,TRIP00036445,TRK00029,DRV00038,"2023-04-12 22:00:00",Milwaukee,MN,119.7,3.541,423.86,FC536328
FUEL00001054,TRIP00055938,TRK00018,DRV00026,"2023-12-22 19:00:00",Houston,GA,91.4,4.009,366.42,FC865441
FUEL00001055,TRIP00053144,TRK00031,DRV00092,"2023-11-15 09:00:00",Dallas,CA,62.9,4.255,267.64,FC429524
FUEL00001056,TRIP00022416,TRK00016,DRV00138,"2022-10-15 23:00:00",Dallas,MN,74,4.041,299.03,FC418033
FUEL00001057,TRIP00059025,TRK00107,DRV00111,"2024-01-31 00:00:00",Atlanta,TN,131.8,3.943,519.69,FC189846
FUEL00001058,TRIP00064993,TRK00002,DRV00147,"2024-04-16 14:00:00",Miami,MO,187.2,3.264,611.02,FC759091
FUEL00001059,TRIP00043769,TRK00098,DRV00125,"2023-07-17 16:00:00",Indianapolis,GA,119.5,3.609,431.28,FC257759
FUEL00001060,TRIP00032900,TRK00001,DRV00103,"2023-02-26 10:00:00","New York",MI,142.7,4.135,590.06,FC622156
FUEL00001061,TRIP00031487,TRK00076,DRV00104,"2023-02-08 11:00:00",Chicago,NV,167.3,3.522,589.23,FC487970
FUEL00001062,TRIP00063196,TRK00039,DRV00120,"2024-03-23 00:00:00",Indianapolis,TN,125.2,3.741,468.37,FC299743
FUEL00001063,TRIP00016115,TRK00004,DRV00118,"2022-07-28 13:00:00",Milwaukee,TX,108.4,4.839,524.55,FC827868
FUEL00001064,TRIP00011683,TRK00019,,"2022-05-30 20:00:00",Omaha,TX,108.7,3.721,404.47,FC606746
FUEL00001065,TRIP00028793,TRK00013,DRV00029,"2023-01-03 21:00:00","Salt Lake City",TX,117,4.354,509.42,FC393837
FUEL00001066,TRIP00049999,TRK00055,DRV00070,"2023-10-07 18:00:00",Atlanta,NV,122.7,3.849,472.27,FC878455
FUEL00001067,TRIP00031758,TRK00007,DRV00015,"2023-02-11 23:00:00","Kansas City",WI,154.3,3.734,576.16,FC626468
FUEL00001068,TRIP00037046,TRK00012,DRV00114,"2023-04-20 01:00:00","Salt Lake City",AZ,110.3,3.81,420.24,FC244655
FUEL00001069,TRIP00029813,TRK00099,DRV00070,"2023-01-18 20:00:00",Chicago,TX,150.3,3.438,516.73,FC262858
FUEL00001070,TRIP00032700,TRK00006,DRV00090,"2023-02-24 04:00:00",Chicago,CA,67.9,3.301,224.14,FC359216
FUEL00001071,TRIP00058041,TRK00060,DRV00097,"2024-01-17 10:00:00",Milwaukee,MI,163,3.267,532.52,FC864125
FUEL00001072,TRIP00049895,TRK00055,DRV00097,"2023-10-05 10:00:00","Salt Lake City",MN,56.3,4.136,232.86,FC930957
FUEL00001073,TRIP00010889,TRK00089,DRV00051,"2022-05-19 12:00:00",Detroit,IL,71.2,4.391,312.64,FC887874
FUEL00001074,TRIP00061963,TRK00073,DRV00011,"2024-03-07 10:00:00",Miami,UT,196.6,3.837,754.35,FC912167
FUEL00001075,TRIP00037472,TRK00097,DRV00066,"2023-04-27 19:00:00","Salt Lake City",CA,80.4,4.06,326.42,FC832117
FUEL00001076,TRIP00007606,TRK00039,DRV00063,"2022-04-08 08:00:00",Minneapolis,NE,171.5,3.665,628.55,FC720388
FUEL00001077,TRIP00036490,TRK00101,DRV00092,"2023-04-14 18:00:00",Detroit,OK,145.5,3.997,581.56,FC932463
FUEL00001078,TRIP00064759,TRK00053,DRV00058,"2024-04-14 10:00:00","Salt Lake City",TX,58.2,3.197,186.07,FC696410
FUEL00001079,TRIP00065504,TRK00114,DRV00087,"2024-04-24 00:00:00",Minneapolis,FL,180.5,3.216,580.49,FC247719
FUEL00001080,TRIP00012082,TRK00096,DRV00145,"2022-06-05 08:00:00",Philadelphia,OR,167.4,4.355,729.03,FC322438
FUEL00001081,TRIP00022669,,DRV00055,"2022-10-17 21:00:00",Seattle,CA,64.2,3.836,246.27,FC799595
FUEL00001082,TRIP00085053,TRK00098,DRV00037,"2024-12-27 18:00:00","Kansas City",IN,180.8,3.756,679.08,FC673959
FUEL00001083,TRIP00076278,TRK00070,DRV00143,"2024-09-07 08:00:00",Atlanta,NE,88.1,3.335,293.81,FC536451
FUEL00001084,TRIP00010653,TRK00103,DRV00141,"2022-05-19 07:00:00",Houston,PA,113.7,4.652,528.93,FC266328
FUEL00001085,TRIP00053989,TRK00058,DRV00123,"2023-11-26 00:00:00",Portland,MN,132.2,4.012,530.39,FC404210
FUEL00001086,TRIP00065423,TRK00092,DRV00035,"2024-04-21 22:00:00","Salt Lake City",NC,69.9,3.945,275.76,FC483540
FUEL00001087,TRIP00045290,TRK00006,DRV00051,"2023-08-06 13:00:00","Oklahoma City",TX,177.5,4.231,751,FC183040
FUEL00001088,TRIP00019851,TRK00085,DRV00014,"2022-09-13 00:00:00",Philadelphia,MI,109,3.634,396.11,FC132122
FUEL00001089,TRIP00051207,TRK00116,DRV00109,"2023-10-22 04:00:00","Oklahoma City",OH,54.9,3.807,209,FC525002
FUEL00001090,TRIP00081398,TRK00009,DRV00013,"2024-11-11 16:00:00","New York",TN,159.6,4.022,641.91,FC763605
FUEL00001091,TRIP00065492,TRK00004,DRV00101,"2024-04-21 09:00:00",Phoenix,TN,149,3.251,484.4,FC852078
FUEL00001092,TRIP00046261,TRK00076,DRV00083,"2023-08-19 15:00:00",Miami,IN,137.2,3.833,525.89,FC440895
FUEL00001093,TRIP00021211,TRK00097,DRV00028,"2022-09-29 11:00:00","Kansas City",NV,118.5,3.478,412.14,FC339794
FUEL00001094,TRIP00048875,TRK00044,DRV00085,"2023-09-22 15:00:00","Oklahoma City",OK,103.7,3.62,375.39,FC350547
FUEL00001095,TRIP00022584,TRK00106,DRV00054,"2022-10-17 12:00:00",Dallas,UT,89.8,4.605,413.53,FC713342
FUEL00001096,TRIP00064311,TRK00079,DRV00041,"2024-04-06 05:00:00",Detroit,NC,144.4,3.414,492.98,FC586678
FUEL00001097,TRIP00042142,TRK00110,DRV00147,"2023-06-27 21:00:00",Atlanta,AZ,51.9,3.381,175.47,FC541628
FUEL00001098,TRIP00049229,TRK00043,DRV00002,"2023-09-26 18:00:00","Kansas City",NY,159.7,4.055,647.58,FC229566
FUEL00001099,TRIP00052206,TRK00097,DRV00117,"2023-11-02 21:00:00",Phoenix,OK,60.2,3.712,223.46,FC544201
FUEL00001100,TRIP00010366,TRK00011,DRV00141,"2022-05-15 13:00:00",Miami,CO,62.3,4.591,286.02,FC294050
FUEL00001101,TRIP00073288,TRK00097,DRV00074,"2024-07-31 14:00:00",Indianapolis,TX,75.2,4.011,301.63,FC761746
FUEL00001102,TRIP00080994,TRK00080,DRV00143,"2024-11-05 11:00:00","Salt Lake City",IL,79.1,3.566,282.07,FC651961
FUEL00001103,TRIP00049266,TRK00068,DRV00006,"2023-09-25 14:00:00",Chicago,TX,134.6,4.016,540.55,FC813722
FUEL00001104,TRIP00063224,TRK00040,DRV00149,"2024-03-24 01:00:00","Las Vegas",AZ,175.8,3.884,682.81,FC981738
FUEL00001105,TRIP00072415,TRK00023,DRV00123,"2024-07-19 12:00:00",Miami,NY,123.3,3.19,393.33,FC790850
FUEL00001106,TRIP00046075,TRK00012,DRV00138,"2023-08-15 05:00:00","Salt Lake City",IL,185.1,3.853,713.19,FC430219
FUEL00001107,TRIP00038183,TRK00055,DRV00064,"2023-05-05 21:00:00",Dallas,NV,61.6,4.182,257.61,FC683965
FUEL00001108,TRIP00042240,TRK00108,DRV00107,"2023-06-28 11:00:00","Kansas City",MI,99,4.173,413.13,FC689894
FUEL00001109,TRIP00020512,TRK00120,DRV00078,"2022-09-20 00:00:00","New York",NV,197.1,3.643,718.04,FC824236
FUEL00001110,TRIP00020512,TRK00120,DRV00078,"2022-09-20 20:00:00",Portland,IN,90.9,4.053,368.42,FC422911
FUEL00001111,TRIP00056907,TRK00105,DRV00055,"2024-01-03 06:00:00",Denver,CO,164.1,3.765,617.84,FC551308
FUEL00001112,TRIP00011087,TRK00086,DRV00011,"2022-05-24 13:00:00",Detroit,TX,101.6,3.48,353.57,FC101008
FUEL00001113,TRIP00010521,TRK00097,DRV00079,"2022-05-15 12:00:00",Philadelphia,MN,194.3,4.817,935.94,FC475593
FUEL00001114,TRIP00014471,TRK00041,DRV00103,"2022-07-04 02:00:00","New York",WI,153,4.685,716.8,FC538100
FUEL00001115,TRIP00042205,TRK00009,DRV00018,"2023-06-26 20:00:00",Indianapolis,FL,100.4,3.264,327.71,FC499977
FUEL00001116,TRIP00027053,TRK00050,DRV00071,"2022-12-13 14:00:00","Los Angeles",TN,76.7,4.352,333.8,FC391304
FUEL00001117,TRIP00047433,TRK00015,DRV00090,"2023-09-02 16:00:00",Houston,CO,127.6,3.809,486.03,FC610950
FUEL00001118,TRIP00001226,TRK00068,,"2022-01-18 17:00:00",Nashville,CO,122.8,3.497,429.43,FC437552
FUEL00001119,TRIP00020249,TRK00095,DRV00058,"2022-09-17 20:00:00",Indianapolis,UT,148,3.687,545.68,FC703608
FUEL00001120,TRIP00020465,TRK00025,DRV00023,"2022-09-19 10:00:00",Charlotte,WI,196.1,4.261,835.58,FC722983
FUEL00001121,TRIP00003559,TRK00062,DRV00049,"2022-02-17 22:00:00","Los Angeles",IL,130,3.655,475.15,FC247279
FUEL00001122,TRIP00008247,TRK00076,DRV00119,"2022-04-18 05:00:00",Portland,GA,192.1,4.239,814.31,FC586970
FUEL00001123,TRIP00065138,TRK00108,DRV00127,"2024-04-18 14:00:00",Indianapolis,TN,108.9,3.626,394.87,FC960845
FUEL00001124,TRIP00076506,TRK00043,DRV00103,"2024-09-11 02:00:00",Detroit,NV,58.3,3.582,208.83,FC864059
FUEL00001125,TRIP00015129,TRK00010,DRV00091,"2022-07-14 17:00:00","New York",CO,119.4,4.483,535.27,FC591977
FUEL00001126,TRIP00023701,TRK00055,DRV00094,"2022-10-29 01:00:00",Atlanta,CO,139.8,4.447,621.69,FC218933
FUEL00001127,TRIP00010146,TRK00084,DRV00012,"2022-05-11 20:00:00","Oklahoma City",MN,96.5,4.3,414.95,FC252432
FUEL00001128,TRIP00057921,TRK00010,DRV00133,"2024-01-17 12:00:00",Atlanta,CA,77.3,3.371,260.58,FC574174
FUEL00001129,TRIP00015756,TRK00061,DRV00026,"2022-07-22 02:00:00","Oklahoma City",CA,171.2,3.583,613.41,FC788226
FUEL00001130,TRIP00039095,TRK00036,DRV00149,"2023-05-17 06:00:00",Seattle,OR,123,3.676,452.15,FC673019
FUEL00001131,TRIP00035155,TRK00093,DRV00091,"2023-03-27 02:00:00","Los Angeles",WA,101.9,4.1,417.79,FC829115
FUEL00001132,TRIP00044959,TRK00098,DRV00062,"2023-08-01 07:00:00","Oklahoma City",WI,130.2,3.753,488.64,FC127188
FUEL00001133,TRIP00062974,TRK00073,DRV00085,"2024-03-20 09:00:00",Chicago,IL,190.8,4.12,786.1,FC465266
FUEL00001134,TRIP00057962,TRK00041,DRV00124,"2024-01-18 16:00:00",Chicago,TN,146.6,3.513,515.01,FC796901
FUEL00001135,TRIP00053409,TRK00112,DRV00059,"2023-11-19 14:00:00",Phoenix,TX,119.9,3.303,396.03,FC206797
FUEL00001136,TRIP00066185,TRK00052,DRV00088,"2024-04-30 05:00:00",Indianapolis,MO,69.3,3.849,266.74,FC168621
FUEL00001137,TRIP00073231,TRK00068,DRV00003,"2024-07-28 07:00:00",Seattle,OR,117.4,3.95,463.73,FC339589
FUEL00001138,TRIP00031591,TRK00038,DRV00029,"2023-02-09 08:00:00",Charlotte,UT,181.3,3.917,710.15,FC926642
FUEL00001139,TRIP00079085,TRK00106,DRV00113,"2024-10-12 04:00:00",Portland,TX,112.1,3.184,356.93,FC892541
FUEL00001140,TRIP00073713,TRK00068,DRV00037,"2024-08-05 20:00:00","Salt Lake City",IN,178.3,3.812,679.68,FC298443
FUEL00001141,TRIP00006498,TRK00050,DRV00026,"2022-03-27 00:00:00",Minneapolis,TX,126.9,4.824,612.17,FC521962
FUEL00001142,TRIP00028698,TRK00018,DRV00092,"2023-01-03 00:00:00",Philadelphia,NY,166.8,4.053,676.04,FC497481
FUEL00001143,TRIP00046067,TRK00106,DRV00088,"2023-08-17 13:00:00",Seattle,TN,64.6,3.402,219.77,FC844001
FUEL00001144,TRIP00019554,TRK00050,DRV00142,"2022-09-07 03:00:00",Nashville,OH,82.6,4.491,370.96,FC800405
FUEL00001145,TRIP00004745,TRK00106,DRV00059,"2022-03-03 03:00:00",Denver,CA,114.3,4.88,557.78,FC150969
FUEL00001146,TRIP00009078,TRK00108,DRV00133,"2022-04-28 19:00:00","New York",PA,84.2,4.428,372.84,FC863527
FUEL00001147,TRIP00072108,TRK00085,DRV00138,"2024-07-14 20:00:00",Miami,OH,58.2,4.034,234.78,FC594113
FUEL00001148,TRIP00022847,TRK00052,DRV00087,"2022-10-19 11:00:00",Houston,NY,97.1,4.328,420.25,FC554961
FUEL00001149,TRIP00058244,TRK00043,DRV00058,"2024-01-19 12:00:00","Kansas City",CA,77.1,3.504,270.16,FC660083
FUEL00001150,TRIP00067739,TRK00084,DRV00038,"2024-05-21 15:00:00",Memphis,OR,151.9,3.472,527.4,FC875629
FUEL00001151,TRIP00035606,TRK00039,DRV00148,"2023-04-03 07:00:00",Milwaukee,TX,55.5,4.307,239.04,FC218531
FUEL00001152,TRIP00042740,TRK00012,DRV00030,"2023-07-04 05:00:00",Houston,PA,99.1,3.898,386.29,FC558602
FUEL00001153,TRIP00050917,TRK00001,DRV00010,"2023-10-17 04:00:00",Indianapolis,OH,56.7,3.307,187.51,FC377790
FUEL00001154,TRIP00037408,TRK00065,DRV00095,"2023-04-25 03:00:00",Detroit,MO,136.1,3.999,544.26,FC414848
FUEL00001155,TRIP00027317,TRK00013,DRV00036,"2022-12-16 20:00:00",Detroit,FL,101.8,4.098,417.18,FC670653
FUEL00001156,TRIP00014986,TRK00090,DRV00092,"2022-07-13 13:00:00",Minneapolis,TX,184.1,4.782,880.37,FC861969
FUEL00001157,TRIP00067195,TRK00012,DRV00011,"2024-05-14 21:00:00",Memphis,IL,131.2,4.115,539.89,FC678534
FUEL00001158,TRIP00055393,TRK00089,DRV00134,"2023-12-14 20:00:00","New York",NV,122.6,3.979,487.83,FC988533
FUEL00001159,TRIP00016309,TRK00058,DRV00103,"2022-07-30 12:00:00",Dallas,UT,172.7,4.477,773.18,FC437918
FUEL00001160,TRIP00024485,TRK00019,DRV00084,"2022-11-10 06:00:00",Atlanta,WI,97,4.646,450.66,FC142363
FUEL00001161,TRIP00030450,TRK00024,DRV00110,"2023-01-24 09:00:00",Seattle,FL,86.6,3.464,299.98,FC520411
FUEL00001162,TRIP00052419,TRK00082,DRV00032,"2023-11-07 07:00:00",Omaha,OR,116.1,4.206,488.32,FC420017
FUEL00001163,TRIP00053903,TRK00060,DRV00110,"2023-11-26 07:00:00",Columbus,CA,76.4,3.354,256.25,FC447119
FUEL00001164,TRIP00006427,TRK00014,DRV00141,"2022-03-24 16:00:00",Atlanta,MN,136.7,3.859,527.53,FC375364
FUEL00001165,TRIP00015409,TRK00031,DRV00144,"2022-07-17 20:00:00",Denver,MN,54.7,3.598,196.81,FC436078
FUEL00001166,TRIP00034907,TRK00049,DRV00127,"2023-03-24 18:00:00","Las Vegas",TN,54.8,3.814,209.01,FC300984
FUEL00001167,TRIP00081709,TRK00098,DRV00094,"2024-11-15 14:00:00",Houston,OH,198.2,3.202,634.64,FC975458
FUEL00001168,TRIP00041693,TRK00062,DRV00041,"2023-06-19 13:00:00",Phoenix,CA,199.2,3.261,649.59,FC256798
FUEL00001169,TRIP00059416,TRK00086,DRV00049,"2024-02-05 18:00:00",Denver,CO,187.5,3.711,695.81,FC166135
FUEL00001170,TRIP00013459,TRK00033,DRV00062,"2022-06-21 13:00:00",Minneapolis,IN,150.4,3.46,520.38,FC192086
FUEL00001171,TRIP00070484,TRK00052,DRV00089,"2024-06-24 13:00:00",Omaha,NY,89.8,3.39,304.42,FC242709
FUEL00001172,TRIP00084525,TRK00038,DRV00148,"2024-12-22 03:00:00",Phoenix,CA,108.8,3.429,373.08,FC937863
FUEL00001173,TRIP00035870,TRK00010,DRV00150,"2023-04-07 00:00:00","Oklahoma City",OK,190.7,4.184,797.89,FC108945
FUEL00001174,TRIP00040020,TRK00093,DRV00138,"2023-05-29 21:00:00","Kansas City",WI,64.2,3.927,252.11,FC845993
FUEL00001175,TRIP00019337,TRK00084,DRV00141,"2022-09-05 10:00:00",Atlanta,TN,71.7,3.702,265.43,FC955289
FUEL00001176,TRIP00014372,TRK00041,DRV00094,"2022-07-03 00:00:00",Columbus,UT,183.7,3.406,625.68,FC450757
FUEL00001177,TRIP00058003,TRK00007,DRV00064,"2024-01-18 07:00:00","Salt Lake City",MO,103.6,3.958,410.05,FC483231
FUEL00001178,TRIP00056328,TRK00065,DRV00011,"2023-12-27 01:00:00",Phoenix,CO,94.6,3.609,341.41,FC243578
FUEL00001179,TRIP00074455,TRK00015,DRV00069,"2024-08-15 04:00:00",Indianapolis,TX,189.4,3.432,650.02,FC329386
FUEL00001180,TRIP00035640,TRK00105,DRV00059,"2023-04-01 08:00:00",Dallas,CA,64.5,3.404,219.56,FC953160
FUEL00001181,TRIP00015608,TRK00014,DRV00117,"2022-07-21 05:00:00","Salt Lake City",MO,187.2,4.916,920.28,FC556191
FUEL00001182,TRIP00043677,TRK00084,DRV00055,"2023-07-16 19:00:00",Denver,WI,191.4,3.609,690.76,FC673329
FUEL00001183,TRIP00023859,TRK00053,DRV00122,"2022-11-01 14:00:00",Houston,MO,102,4.33,441.66,FC640756
FUEL00001184,TRIP00053113,TRK00035,DRV00064,"2023-11-14 08:00:00",Phoenix,TX,111.1,3.761,417.85,FC480611
FUEL00001185,TRIP00025751,TRK00031,DRV00090,"2022-11-24 16:00:00",Denver,OH,65.7,4.613,303.07,FC241386
FUEL00001186,TRIP00040972,TRK00023,DRV00017,"2023-06-12 09:00:00","Los Angeles",FL,154.3,3.706,571.84,FC390376
FUEL00001187,TRIP00082527,TRK00033,DRV00069,"2024-11-25 16:00:00","Las Vegas",OK,98.1,3.584,351.59,FC714994
FUEL00001188,TRIP00063615,TRK00002,DRV00074,"2024-03-29 13:00:00","Kansas City",FL,193.8,4.057,786.25,FC706892
FUEL00001189,TRIP00074200,TRK00074,DRV00120,"2024-08-10 03:00:00",Atlanta,TN,153.4,3.945,605.16,FC775267
FUEL00001190,TRIP00001185,TRK00069,DRV00013,"2022-01-16 11:00:00",Indianapolis,TN,150.5,4.343,653.62,FC107282
FUEL00001191,TRIP00071778,TRK00013,DRV00126,"2024-07-11 22:00:00",Houston,TN,81.3,3.202,260.32,FC628363
FUEL00001192,TRIP00076586,TRK00035,DRV00012,"2024-09-12 23:00:00",Nashville,TN,168.4,3.351,564.31,FC591191
